report_id	vehicle_id	status	date_submit	model_year	date_built	model_version	model_package	city	state	country	postal_code	user_alias	date_acquired	unit_distance	odo_acquired_raw	odometer_raw	odometer_miles	range_mode_ideal_range_raw	range_mode_ideal_range_miles	standard_mode_ideal_range_raw	standard_mode_ideal_range_miles	cac	batt_swapped	batt_swap_count	sheet_swap_count	date_batt_swap	odo_batt_swap	pem_swapped	pem_swap_count	date_pem_swap	odo_pem_swap	motor_swapped	motor_swap_count	date_motor_swap	odo_motor_swap	voltage_charge	current_charge	range_charge_frequency	range_charge_frequency_text	standard_charge_frequency	standard_charge_frequency_text	use_type	use_type_text	drive_frequency	drive_frequency_text	lbw_frequency	lbw_frequency_text	batt_hot_frequency	batt_hot_frequency_text	pem_hot_frequency	pem_hot_frequency_text	motor_hot_frequency	motor_hot_frequency_text	tow_count	trip_distance	highway_pct	highway_speed	ownership	ownership_text	purchase	purchase_text	date_disposed	comments
230	128		06/23/2013 21:27	2010	11/16/2010	2.5	Roadster	Litchfield Park	AZ	United States	85340	Fabrizio	12/19/2010	mi	37	48169	48169	225	225	179	179	148.96	NO					NO				NO				250	70	6	A few times per month	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	6	A few times per month	8	Never	0	76	95	75	1	Own	1	New		
231	126		06/30/2013 11:57	2010	09/15/2009	2.0	Roadster	paradise valley	AZ	United States	85253	plugged in	09/15/2009	mi	58	7350	7350	218	218	178	178		NO					NO				NO				240	70	8	Never	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	12	Less than once per year	8	Never	0	60	10	70	1	Own	1	New		Please note the vehicle was bought in 8/2009 and manufactured in 09/09. I could not corect it on the form.
232	130		07/03/2013 15:36	2008	03/09/2009	1.5	Roadster	amsterdam		Netherlands		ernst	01/07/2011	km	12726	29008	18028.589185829708	349	216.9049098819142324	283	175.8856432566811684	144.02	YES	1	1	01/30/2011	12726	NO				NO				220	12	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	100	80	100	1	Own	2	Used		
233	25		07/05/2013 15:13	2008	11/21/2008	1.5	Roadster	Long Beach	CA	United States	90815	Pantera Dude	11/28/2012	mi	24500	33928	33928	221	221	174	174	148.04	NO					NO				NO				240	30	9	Monthly	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	20	45	78	1	Own	2	Used		
234	131		07/06/2013 09:53	2011	04/30/2011	2.5	Roadster	Montreal	QC	Canada		znino	05/31/2011	km	300	19200	11932.8775637041640771	386	239.9005593536357986	306	190.1802361715351150		YES	1	1	06/20/2011	2000	YES	1	06/20/2011	2000	NO				240	40	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	50	50	110	2	Lease	1	New		
235	132		07/07/2013 13:08	2008	11/05/2008	1.5	Roadster	Rockville	MD	United States	20851	Curt	06/05/2013	mi	19200	20039	20039	234	234	187	187	147.53	NO					NO				NO				240	40	9	Monthly	4	A few times per week	1	Daily driver, year-round	2	Daily	11	About once per year	8	Never	12	Less than once per year	8	Never	0	21	30	55	1	Own	2	Used		
236	119		07/07/2013 15:10	2011	10/11/2011	2.5	Roadster	Erlangen		Germany		Saftwerk	08/31/2012	km	312	13443	8354.8788067122436296			300	186.4512119328775637	158.67	NO					NO				NO				230	16	10	A few times per year	5	Weekly	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	8	Never	10	A few times per year	0	53	80	110	1	Own	1	New		
237	133		07/15/2013 10:21	2011	07/28/2011	2.5	Roadster Sport	Bowling Green	OH	United States	43402		08/24/2011	mi		12514	12514			186	186	157.46	NO					NO				NO				240	30	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	3	Most days of the week	10	A few times per year	12	Less than once per year	12	Less than once per year	12	Less than once per year	0	70	50	70	1	Own	1	New		
238	10		07/15/2013 15:01	2010	05/12/2010	2.0	Roadster	Toronto	ON	Canada			07/29/2011	km	500	20000	12430.080795525171	394	244.8725916718458670	294	182.7221876942200124	154.43	NO					NO				NO				240	40	10	A few times per year	6	A few times per month	2	Daily driver, except in winter	3	Most days of the week	11	About once per year	8	Never	8	Never	12	Less than once per year	0	10	33	120	1	Own	2	Used		
239	69		07/15/2013 16:13	2010	07/22/2010	2.5	Roadster	Hueckelhoven		Germany		Talkredius	08/30/2010	km	250	164133	102009.322560596644	320	198.8812927284027346	250	155.3760099440646364	126.12	NO					YES	1	05/31/2013	155257	NO				230	30	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	10	A few times per year	10	A few times per year	0	180	60	90	2	Lease	1	New		
240	17		07/15/2013 22:44	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	17600	17600	225	225	178	178	145.2	NO					NO				NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		
241	52		07/22/2013 15:42	2008	04/01/2009	1.5	Roadster	Saratoga	CA	United States	95070	andybm3	04/29/2009	mi	60	27350	27350	220	220	177	177		YES	1	2	02/27/2012	22000	NO				NO				240	40	10	A few times per year	5	Weekly	3	Occasional	5	Weekly	11	About once per year	8	Never	12	Less than once per year	8	Never	0	40	35	70	1	Own	1	New		
242	134		07/23/2013 08:15	2010	07/01/2010	2.5	Roadster	Almere		Netherlands		Joop	07/13/2010	km	10	65098	40458.669981354879	330	205.0963331261653201	285	177.1286513362336855		NO					NO				NO				220	16	8	Never	2	Daily	1	Daily driver, year-round	3	Most days of the week	12	Less than once per year	8	Never	8	Never	8	Never	0	80	70	120	1	Own	1	New		
243	135		07/23/2013 10:57	2008	11/26/2008	1.5	Roadster	Bakersfield	CA	United States	93311	hamiltoncd	12/20/2008	mi	15	28500	28500	216	216	162	162		NO					NO				NO				220	70	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	12	Less than once per year	11	About once per year	10	A few times per year	8	Never	0	20	20	75	1	Own	1	New		
244	105		07/24/2013 11:57	2010	05/25/2010	2.0	Roadster Sport	Bradford on Avon		United Kingdom			07/05/2010	mi	150	46450	46450	220	220	172	172	140.22	YES	1	1	12/04/2011	21190	NO				NO				230	10	6	A few times per month	2	Daily	3	Occasional	5	Weekly	12	Less than once per year	8	Never	8	Never	10	A few times per year	0	200	50	70	1	Own	1	New		
245	136		07/24/2013 13:01	2010	10/05/2010	2.5	Roadster	Columbia	MO	United States	65203	tdevince	11/05/2010	mi	0	25733	25733	239	239	188	188	156.45	NO					YES	2	09/13/2011	10000	NO				220	24	11	About once per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	60	80	70	1	Own	1	New		
246	99		07/25/2013 09:02	2011	10/22/2010	2.5	Roadster	Erfurt		Germany		Eberhard	11/18/2010	km	0	14800	9198.2597886886264761	335	208.2038533250466128	260	161.5910503418272219	138	NO					NO				NO				230	24	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	9	Monthly	8	Never	12	Less than once per year	12	Less than once per year	0	130	90	88	1	Own	1	New		i did recently 392km without rechargeing at 105Wh/km.  my new Toyo nanoenergy2 at the rear seems to be very efficient.
247	99		07/25/2013 09:03	2011	10/22/2010	2.5	Roadster	Erfurt		Germany		Eberhard	11/18/2010	km	0	148000	91982.597886886265	335	208.2038533250466128	260	161.5910503418272219	138	NO					NO				NO				230	24	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	9	Monthly	8	Never	12	Less than once per year	12	Less than once per year	0	130	90	88	1	Own	1	New		
248	133		08/04/2013 23:09	2011	07/28/2011	2.5	Roadster Sport	Bowling Green	OH	United States	43402		08/24/2011	mi	69	12514	12514			186	186		NO					NO				NO				240	30	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	3	Most days of the week	10	A few times per year	12	Less than once per year	12	Less than once per year	12	Less than once per year	0	70	50	70	1	Own	1	New		updated odometer value at delivery
249	133		08/04/2013 23:13	2011	07/28/2011	2.5	Roadster Sport	Bowling Green	OH	United States	43402		08/24/2011	mi	69	13081	13081	239	239			157.44	NO					NO				NO				240	30	10	A few times per year	4	A few times per week	2	Daily driver, except in winter	3	Most days of the week	10	A few times per year	12	Less than once per year	12	Less than once per year	12	Less than once per year	0	70	50	70	1	Own	1	New		Added data for full range mode charge, updated CAC value
250	65		08/14/2013 09:17	2012	10/13/2011	2.5	Roadster	Doorn		Netherlands			11/30/2012	km	189	21333	13258.545680546924			190	118.0857675574891237	158.76	NO					NO				NO				230	32	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	100	70	110	1	Own	1	New		Update on odometer and CAC
251	65		08/14/2013 09:20	2012	10/13/2011	2.5	Roadster	Doorn		Netherlands			11/30/2012	km	189	21333	13258.545680546924			307	190.8017402113113735	158.76	NO					NO				NO				230	32	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	100	70	110	1	Own	1	New		Correction on ideal miles.
252	1		08/22/2013 11:53	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	34952	34952	233	233	183	183	152.09	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	35	65	65	1	Own	1	New		The CAC and ideal range values have been *slowly* rising since spring.
253	17		08/24/2013 23:44	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	19500	19500	225	225	179	179	147.36	NO					NO				NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		
254	137		09/16/2013 12:34	2008	10/20/2008	1.5	Roadster	Oakland	CA	United States	94618		11/25/2008	mi	20	8255	8255			182	182		NO					NO				NO				220	70	8	Never	9	Monthly	4	Rarely used	9	Monthly	8	Never	8	Never	8	Never	8	Never	0	80	80	75	1	Own	1	New		
255	28		09/30/2013 00:33	2010	12/03/2009	2.0	Roadster Sport	Berkeley	CA	United States	94708	augkuo	05/01/2011	mi	500	50143	50143			174	174	149.2	NO					NO				NO				200	30	6	A few times per month	2	Daily	1	Daily driver, year-round	3	Most days of the week	6	A few times per month	8	Never	8	Never	8	Never	0	130	90	65	1	Own	2	Used		
256	17		10/04/2013 22:46	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	20300	20300	230	230	179	179	145.98	NO					NO				NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		Just tried a range test and drove 240.3 miles before the car told me to Plug-in now.
257	138		10/10/2013 10:52	2010	12/08/2009	2.0	Roadster Sport	Johns creek	GA	United States	30022		01/10/2010	mi	16	21618	21618	240	240	183	183		NO					NO				NO				0	70	12	Less than once per year	2	Daily	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	8	Never	8	Never	0	20	50	80	1	Own	1	New		
258	139		10/13/2013 12:01	2011	11/07/2011	2.5	Roadster	Munich		Germany			06/10/2013	km	12500	15350	9540.0870105655686762	365	226.8489745183343692	293	182.1006836544437539		NO					NO				NO				225	32	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	35	10	120	1	Own	2	Used		
259	140		10/18/2013 02:01	2010	09/15/2009	2.0	Roadster	Venice	CA	United States	90291	LifeIsGreen	07/01/2012	mi	5500	8200	8200	220	220	185	185		NO					YES	1	06/01/2012	5200	NO				110	15	10	A few times per year	4	A few times per week	3	Occasional	3	Most days of the week	8	Never	11	About once per year	8	Never	8	Never	0	5	60	80	1	Own	2	Used		
260	14		10/23/2013 20:55	2010	11/29/2010	2.5	Roadster	Thetford	VT	United States	05075		06/24/2011	mi	110	24150	24150	237	237	183	183	154.08	NO					NO				NO				240	40	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	10	A few times per year	12	Less than once per year	0	46	40	68	1	Own	1	New		
261	39		10/30/2013 11:51	2008	03/11/2009	1.5	Roadster	Yorba Linda	CA	United States	92886	Gary1M	07/02/2011	mi		28590	28590	232	232	187	187		NO					NO				NO				240	40	11	About once per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	75	90	65	1	Own	2	Used		
262	62		11/01/2013 03:00	2011	02/10/2011	2.5	Roadster	Anchorage	AK	United States	99501		05/31/2011	mi	20	18112	18112	241	241	185	185	158.06	NO					YES	2	06/15/2012	8000	NO				240	40	6	A few times per month	5	Weekly	2	Daily driver, except in winter	4	A few times per week	9	Monthly	8	Never	8	Never	8	Never	0	110	90	70	1	Own	1	New		
263	39		11/02/2013 19:14	2008	03/11/2009	1.5	Roadster	Yorba Linda	CA	United States	92886	Gary1M	07/02/2011	mi		28690	28690	232	232	187	187	151.85	NO					NO				NO				240	40	11	About once per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	75	90	65	1	Own	2	Used		
264	141		11/20/2013 12:05	2008	04/03/2009	1.5	Roadster	Menlo Park	CA	United States	94025		04/20/2013	mi	34000	40000	40000	220	220	169	169	143.07	NO					NO				NO				240	70	10	A few times per year	4	A few times per week	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	12	Less than once per year	12	Less than once per year	0	20	30	80	1	Own	2	Used		
265	65		11/26/2013 09:34	2012	10/13/2011	2.5	Roadster	Doorn		Netherlands			11/30/2012	km	189	30400	18893.722809198260			306	190.1802361715351150	159.68	NO					NO				NO				230	32	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	11	About once per year	8	Never	0	100	70	110	1	Own	1	New		Update on odometer, hot PEM and CAC (and CAC has raised!).
266	69		12/01/2013 04:43	2010	07/22/2010	2.5	Roadster	Hueckelhoven		Germany		Talkredius	08/30/2010	km	250	180563	112220.633934120572	310	192.6662523306401492	240	149.1609695463020510		NO					YES	1	05/31/2013	155257	NO				230	30	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	10	A few times per year	10	A few times per year	0	180	60	90	1	Own	1	New		Got new bearings for motor and gearbox  http://www.tff-forum.de/viewtopic.php?f=12&amp;t=1951
267	142		12/06/2013 22:36	2010	07/24/2009	2.0	Roadster	Annandale	VA	United States	22003	rik	10/10/2013	mi	11841	13768	13768			182	182		NO					NO				NO				210	30	6	A few times per month	3	Most days of the week	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	8	Never	0	45	60	65	1	Own	2	Used		
268	65		12/12/2013 10:34	2012	10/13/2011	2.5	Roadster	Doorn		Netherlands			11/30/2012	km	189	31764	19741.454319453076	386	239.9005593536357986	306	190.1802361715351150	159.56	NO					NO				NO				230	32	10	A few times per year	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	11	About once per year	8	Never	0	100	70	110	1	Own	1	New		Update on odometer, CAC and ideal km/miles on Full Range Mode Charge.
269	143		01/01/2014 15:38	2008	11/26/2008	1.5	Roadster	Columbus	OH	United States	43054	pokerbroker	08/08/2013	mi	17482	25364	25364	222	222	172	172	145.87	NO					NO				NO				240	30	6	A few times per month	2	Daily	1	Daily driver, year-round	2	Daily	9	Monthly	8	Never	8	Never	8	Never	0	40	75	65	1	Own	2	Used		
270	144		01/01/2014 19:23	2011	01/01/2011	2.5	Roadster	Clayton	OH	United States		IBCS	09/27/2013	mi	20521	22639	22639			178	178	149.15	NO					NO				NO				240	16	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	20	10	70	1	Own	2	Used		
271	145		01/04/2014 18:27	2010	11/24/2010	2.5	Roadster	Kruisland		Netherlands			12/21/2010	km	0	39000	24238.657551274083			284	176.5071472964574270	146.79	NO					NO				NO				240	16	11	About once per year	3	Most days of the week	1	Daily driver, year-round	4	A few times per week	12	Less than once per year	8	Never	8	Never	10	A few times per year	0	180	65	120	1	Own	1	New		
272	146		01/16/2014 19:10	2010	11/26/2009	2.0	Roadster Sport	nyack	NY	United States	10960	hrtchkr	11/14/2013	mi	14169	15728	15728			184	184		NO					NO				NO				240	40	12	Less than once per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	40	50	70	1	Own	2	Used		
273	75		01/27/2014 09:51	2011	07/11/2011	2.5	Roadster Sport	Soham		United Kingdom		alexandersims	01/03/2012	mi	0	41236	41236	235	235	180	180	151.11	NO					NO				NO				240	32	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	10	A few times per year	0	150	90	60	1	Own	1	New		
274	75		01/27/2014 11:13	2011	07/11/2011	2.5	Roadster Sport	Soham		United Kingdom		alexandersims	01/03/2012	mi	0	41236	41236	226	226	180	180	151.11	NO					NO				NO				240	32	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	8	Never	10	A few times per year	0	150	90	60	1	Own	1	New		
275	52		01/27/2014 13:17	2008	04/01/2009	1.5	Roadster	Saratoga	CA	United States	95070	andybm3	04/29/2009	mi	60	28200	28200	225	225	172	172		YES	1	2	02/27/2012	22000	NO				NO				240	40	10	A few times per year	5	Weekly	3	Occasional	5	Weekly	11	About once per year	8	Never	12	Less than once per year	8	Never	0	40	35	70	1	Own	1	New		
276	138		01/29/2014 14:19	2010	12/08/2009	2.0	Roadster Sport	Johns creek	GA	United States	30022		01/10/2010	mi	16	23960	23960			189	189		NO					NO				NO				0	70	12	Less than once per year	2	Daily	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	8	Never	8	Never	0	20	50	80	1	Own	1	New		
277	36		02/02/2014 14:28	2011	01/01/2011	2.5	Roadster	Bielefeld		Germany		Udo Werges	02/16/2011	mi	5	97315	97315	218	218	168	168	140.9	NO					NO				NO				230	16	6	A few times per month	3	Most days of the week	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	12	Less than once per year	8	Never	0	65	70	55	2	Lease	1	New		
278	36		02/02/2014 14:34	2011	01/01/2011	2.5	Roadster	Bielefeld		Germany		Udo Werges	02/16/2011	km	5	155700	96768.178993163456	350	217.5264139216904910	270	167.8060907395898073	140.9	NO					NO				NO				230	16	6	A few times per month	3	Most days of the week	1	Daily driver, year-round	2	Daily	10	A few times per year	8	Never	12	Less than once per year	8	Never	0	65	70	85	2	Lease	1	New		
279	147		02/04/2014 12:59	2010	07/08/2010	2.5	Roadster Sport	Berkeley	CA	United States	94708	augkuo	12/12/2013	mi	31465	33000	33000	232	232	180	180	152.36	NO					NO				NO				240	30	6	A few times per month	2	Daily	1	Daily driver, year-round	3	Most days of the week	10	A few times per year	8	Never	8	Never	8	Never	0	130	90	70	1	Own	2	Used		Replacement for #783
280	148		02/05/2014 06:57	2008	12/06/2008	1.5	Roadster	Southampton	NY	United States	11968		10/20/2013	mi	11900	12800	12800	220	220	160	160		YES	1	1	02/03/2014	12800	NO				NO				240	70	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	11	About once per year	8	Never	8	Never	8	Never	0	10	10	65	1	Own	2	Used		
281	149		02/05/2014 20:29	2010	07/01/2010	2.5	Roadster	crofton	MD	United States	21114	Botbldr45	10/16/2011	mi	11000	31600	31600	235	235	183	183	149.83	NO					NO				NO				240	32	9	Monthly	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	8	Never	0	15	20	55	1	Own	3	Dealer Demo		
282	150		02/09/2014 23:38	2008	01/01/2009	1.5	Roadster	San Mateo	CA	United States	94403	Dave_A	09/13/2013	mi	45365	45985	45985			180	180		NO					NO				NO				120	12	8	Never	2	Daily	3	Occasional	5	Weekly	8	Never	8	Never	8	Never	8	Never	0	15	50	60	1	Own	2	Used		
283	148		02/13/2014 06:19	2008	12/06/2008	1.5	Roadster	Southampton	NY	United States	11968		10/20/2013	mi	11900	13000	13000	230	230	180	180		YES	1	1	02/03/2014	12800	NO				NO				240	70	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	11	About once per year	8	Never	8	Never	8	Never	0	10	10	65	1	Own	2	Used		
284	148		03/09/2014 11:44	2008	12/06/2008	1.5	Roadster	Southampton	NY	United States	11968		10/20/2013	mi	11900	13275	13275	229	229	176	176		YES	1	11	02/03/2014	12800	NO				NO				240	70	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	8	Never	8	Never	0	10	30	65	1	Own	2	Used		
285	151		03/23/2014 20:52	2008	02/17/2009	1.5	Roadster	Boston	MA	United States	02116	gkinsey	03/25/2009	mi		42460	42460	215	215	170	170		YES	1	1	03/31/2010	12988	NO				NO				208	30	10	A few times per year	6	A few times per month	3	Occasional	6	A few times per month	10	A few times per year	8	Never	12	Less than once per year	8	Never	0	60	30	75	1	Own	1	New		
286	152		04/10/2014 16:22	2010	10/26/2010	2.5	Roadster	Beaver Dam	WI	United States	53916	thefortunes	08/31/2013	mi	12499	29916	29916	242	242	186	186	154.7	NO					NO				NO				240	32	11	About once per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	11	About once per year	0	115	95	70	1	Own	2	Used		
287	17		04/13/2014 12:21	2008	03/09/2009	1.5	Roadster	Kingsport	TN	United States	37664	Dhrivnak	03/25/2011	mi	1100	24000	24000	225	225	174	174	143.31	NO					YES	1			NO				240	40	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	11	About once per year	8	Never	0	25	60	65	1	Own	2	Used		
288	1		04/18/2014 13:56	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	38740	38740	230	230	178	178	148.18	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	65	65	1	Own	1	New		
289	99		04/20/2014 14:44	2011	10/22/2010	2.5	Roadster	Erfurt		Germany		Eberhard	11/18/2010	km	0	155600	96706.028589185830			260	161.5910503418272219	137	NO					NO				NO				230	13	10	A few times per year	5	Weekly	2	Daily driver, except in winter	4	A few times per week	10	A few times per year	8	Never	12	Less than once per year	12	Less than once per year	0	130	70	88	1	Own	1	New		
290	99		04/20/2014 14:48	2011	10/22/2010	2.5	Roadster	Erfurt		Germany		Eberhard	11/18/2010	km	0	155600	96706.028589185830	335	208.2038533250466128	260	161.5910503418272219	137	NO					NO				NO				230	13	10	A few times per year	5	Weekly	2	Daily driver, except in winter	4	A few times per week	10	A few times per year	8	Never	12	Less than once per year	12	Less than once per year	0	130	70	88	1	Own	1	New		
291	144		04/20/2014 22:54	2011	01/01/2011	2.5	Roadster	Clayton	OH	United States		IBCS	09/27/2013	mi	20521	24362	24362	227	227	173	173	146.81	NO					NO				NO				240	16	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	20	10	70	1	Own	2	Used		
292	145		04/21/2014 11:40	2010	11/24/2010	2.5	Roadster	Kruisland		Netherlands			12/21/2010	km	0	43731	27178.993163455562			284	176.5071472964574270	148.45	NO					NO				NO				240	16	11	About once per year	4	A few times per week	1	Daily driver, year-round	4	A few times per week	12	Less than once per year	8	Never	8	Never	10	A few times per year	0	180	65	120	1	Own	1	New		
293	1		05/13/2014 11:58	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	39062	39062	230	230	177	177	148.26	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	65	65	1	Own	1	New		
294	153		05/26/2014 18:35	2011	09/22/2011	2.5	Roadster Sport	Saratoga	CA	United States	95070	andybm3	03/19/2014	mi	360	1305	1305			186	186		NO					NO				NO				220	40	8	Never	5	Weekly	3	Occasional	5	Weekly	11	About once per year	8	Never	8	Never	8	Never	0	40	50	70	1	Own	2	Used		
295	152		06/01/2014 11:44	2010	10/26/2010	2.5	Roadster	Beaver Dam	WI	United States	53916	thefortunes	08/31/2013	mi	12499	33250	33250			186	186	154	NO					NO				NO				240	32	11	About once per year	2	Daily	1	Daily driver, year-round	2	Daily	8	Never	8	Never	8	Never	11	About once per year	0	115	95	70	1	Own	2	Used		
296	39		06/14/2014 10:46	2008	03/11/2009	1.5	Roadster	Yorba Linda	CA	United States	92886	Gary1M	07/02/2011	mi	4500	36714	36714	228	228	182	182	149.12	NO					NO				NO				240	40	11	About once per year	2	Daily	1	Daily driver, year-round	3	Most days of the week	8	Never	8	Never	8	Never	8	Never	0	75	90	65	1	Own	2	Used		
297	153		06/19/2014 19:34	2011	09/22/2011	2.5	Roadster Sport	Saratoga	CA	United States	95070	andybm3	03/19/2014	mi	360	1506	1506			186	186	157.24	NO					NO				NO				220	40	11	About once per year	5	Weekly	3	Occasional	5	Weekly	11	About once per year	8	Never	8	Never	8	Never	0	40	50	70	1	Own	2	Used		
298	148		06/29/2014 07:49	2008	12/06/2008	1.5	Roadster	Southampton	NY	United States	11968		10/20/2013	mi	11900	15218	15218	229	229	176	176		YES	1	11	02/03/2014	12800	NO				NO				240	70	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	8	Never	8	Never	0	10	30	65	1	Own	2	Used		
299	121		06/29/2014 10:07	2010	11/25/2010	2.5	Roadster	Seattle	WA	United States	98109	dsm363	12/27/2010	mi	80	15770	15770					151.74	NO					NO				NO				120	15	11	About once per year	6	A few times per month	3	Occasional	6	A few times per month	8	Never	8	Never	8	Never	8	Never	0	20	50	65	1	Own	1	New		
300	148		06/30/2014 06:57	2008	12/06/2008	1.5	Roadster	Southampton	NY	United States	11968		10/20/2013	mi	11900	15218	15218	229	229	176	176		YES	1	11	02/03/2014	12800	NO				NO				240	70	10	A few times per year	3	Most days of the week	1	Daily driver, year-round	2	Daily	12	Less than once per year	8	Never	8	Never	8	Never	0	10	30	65	1	Own	2	Used		
301	154		06/30/2014 10:55	2011	01/06/2011	2.5	Roadster Sport	preston		United Kingdom		Perrin21	01/05/2014	mi	13300	15868	15868	235	235	184	184	154.11	NO					NO				NO				230	13	6	A few times per month	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	125	45	70	1	Own	2	Used		
302	1		07/06/2014 01:29	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	40003	40003			180	180	149.61	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	65	65	1	Own	1	New		
303	1		07/11/2014 00:58	2008	02/06/2009	1.5	Roadster	Sammamish	WA	United States	98075	tomsax	06/05/2009	mi	74	40062	40062			180	180	149.65	YES	1	11	11/15/2010	13905	NO				NO				238	32	9	Monthly	2	Daily	1	Daily driver, year-round	4	A few times per week	10	A few times per year	8	Never	8	Never	8	Never	0	30	65	65	1	Own	1	New		
